id,score
360000,0.023788930571967407
360001,0.035794904890386406
360002,0.07692247446878225
360003,0.056609788317986
360004,0.038634378495430936
360005,0.01131741259272353
360006,0.49699862607628914
360007,0.17184899530863593
360008,0.1117135685085121
360009,0.765251424221975
360010,0.2922731381303633
360011,0.028073425716290602
360012,0.13465573552571966
360013,0.3379441523968777
360014,0.24505522294474255
360015,0.012522879755131748
360016,0.006024219469486344
360017,0.3338414173741688
360018,0.007604933714607869
360019,0.6420558869047397
360020,0.343175335482542
360021,0.11533287307424042
360022,0.5562601354586297
360023,0.02811446936795873
360024,0.10427382488875982
360025,0.2376846878096367
360026,0.38956206403629545
360027,0.7536025519867032
360028,0.3808271460387013
360029,0.4427681090586338
360030,0.5582411445693953
360031,0.49920317530872604
360032,0.5228588304196028
360033,0.01884204016495624
360034,0.31276353364076553
360035,0.03294166139492594
360036,0.4312934898614423
360037,0.31762492058096053
360038,0.05724467345154671
360039,0.3201071115370088
360040,0.050365244903996534
360041,0.20774588487472798
360042,0.00758619402171836
360043,0.03780475860673412
360044,0.025024494617039872
360045,0.036452174272543665
360046,0.016702897807867427
360047,0.4199104266538311
360048,0.03406101479115766
360049,0.06351273957496978
360050,0.2308143990008392
360051,0.3212310455127866
360052,0.18950675183069768
360053,0.24363519891739824
360054,0.11738808485000571
360055,0.19728815283097245
360056,0.4087436269091479
360057,0.16663823446027135
360058,0.5441024009006062
360059,0.06673163638256989
360060,0.7066436426429122
360061,0.17865910475653993
360062,0.10595398767910663
360063,0.13129649959741443
360064,0.11299575881485742
360065,0.49224629993625496
360066,0.039374433902294836
360067,0.48524341067307286
360068,0.15368446394526386
360069,0.03632460085776794
360070,0.1470249166111305
360071,0.591702475538631
360072,0.5299675550469184
360073,0.12128048852058201
360074,0.5272400837859751
360075,0.3696184595385801
360076,0.1682623758341814
360077,0.0070671047042128125
360078,0.18220395294121036
360079,0.1504731940374739
360080,0.3690043414002019
360081,0.4017966956241746
360082,0.009713476050785529
360083,0.024035765688567832
360084,0.2278157306173364
360085,0.08709083051147823
360086,0.0523846129954731
360087,0.26682120163863193
360088,0.36233909337783243
360089,0.6260600084560697
360090,0.6010478762454082
360091,0.6537082995545669
360092,0.8204669165325079
360093,0.049404083132165225
360094,0.03266330280005825
360095,0.13866595807888402
360096,0.03915468155367394
360097,0.13825336856566045
360098,0.15459961694879698
360099,0.08156311649113986
360100,0.6233718201936321
360101,0.16743124846480692
360102,0.06380438238346013
360103,0.03372499543320886
360104,0.12282800135788267
360105,0.5210700716487545
360106,0.0342859134074532
360107,0.0873870667932074
360108,0.062237077597345675
360109,0.525800319051197
360110,0.02973329449809503
360111,0.1979067496726222
360112,0.28925049289123084
360113,0.629381388644814
360114,0.0402160944100485
360115,0.027322733139360407
360116,0.019489853240133363
360117,0.04514639720752841
360118,0.01098961967721931
360119,0.020087105799051253
360120,0.07002528758410313
360121,0.008830589628528462
360122,0.04551102265983407
360123,0.06329973707352561
360124,0.3077188728971752
360125,0.4449801138667192
360126,0.5519243261158607
360127,0.5404912725104131
360128,0.4143022976133956
360129,0.2553217342250461
360130,0.2188795724342938
360131,0.22449645484175304
360132,0.1411568308792263
360133,0.04328610046637642
360134,0.6098219079185773
360135,0.5410954097561623
360136,0.2941450485403001
360137,0.01859316538910578
360138,0.27035706196970205
360139,0.5575023350214037
360140,0.013757690424104872
360141,0.20080573342552963
360142,0.4678202859710536
360143,0.36844415356719584
360144,0.14229252453401697
360145,0.04432536792898681
360146,0.21848530141332512
360147,0.06567239758430628
360148,0.30204757922641
360149,0.07406150560082923
360150,0.30283053542515453
360151,0.1539289545960732
360152,0.8469259041832973
360153,0.2292276077578015
360154,0.4820699153810804
360155,0.07816912705403059
360156,0.18179173947871588
360157,0.8051522372983277
360158,0.03705254591661812
360159,0.27008835361778455
360160,0.01977276788397098
360161,0.016365994127747658
360162,0.08893734296030395
360163,0.3693784948567315
360164,0.04352940963739482
360165,0.6234530548839469
360166,0.7318751744317917
360167,0.25403830981472164
360168,0.164846576070907
360169,0.19434703612890278
360170,0.10196545853973335
360171,0.034126526918712284
360172,0.46650599719274066
360173,0.02526313172775875
360174,0.09094396719034001
360175,0.02950004509574689
360176,0.0523177806010891
360177,0.09584824592289776
360178,0.2973891193816808
360179,0.5699008341936221
360180,0.8260222140682987
360181,0.1931673443510799
360182,0.16729147575312076
360183,0.5867827920670475
360184,0.15632382727987157
360185,0.1454699329321301
360186,0.34771014014519847
360187,0.09155291583080524
360188,0.31926419065857636
360189,0.47303609441854727
360190,0.08201742421524533
360191,0.04436446581607326
360192,0.164085974529552
360193,0.3823336033785983
360194,0.055100722353727406
360195,0.1483143638628492
360196,0.23148356141976797
360197,0.17636575939012036
360198,0.26615379987197846
360199,0.27913804883642923
360200,0.11693313990023074
360201,0.17906770477159725
360202,0.03250472256549122
360203,0.16237968757537896
360204,0.8178300550287607
360205,0.08250117314216943
360206,0.0649427206453647
360207,0.353369001537376
360208,0.24268307544333934
360209,0.0334676193680398
360210,0.025387371633344494
360211,0.6720153377939203
360212,0.41147192355593776
360213,0.1538000890557918
360214,0.18764713791718235
360215,0.48326893623350203
360216,0.41211407903972364
360217,0.6802933472132209
360218,0.46527365895915784
360219,0.5685632418843919
360220,0.09061573237481184
360221,0.04551878309444075
360222,0.04081323388005688
360223,0.7638165308401298
360224,0.22566043475019062
360225,0.2085763361660947
360226,0.7857598357391321
360227,0.8034004782446506
360228,0.06223557084314124
360229,0.4348992716425557
360230,0.7979541856719071
360231,0.49109420684148947
360232,0.40180852519201604
360233,0.8218537133029695
360234,0.026747497938540473
360235,0.009972078402084897
360236,0.3549412525662646
360237,0.045330323267527346
360238,0.5943590343894416
360239,0.16361023138482303
360240,0.35147992307324954
360241,0.4663487696823636
360242,0.05652429987079622
360243,0.44208049755027884
360244,0.292025876555619
360245,0.07134095645708398
360246,0.13268538064378696
360247,0.14129498169185303
360248,0.07224521719049556
360249,0.17314427465894017
360250,0.3352383121180683
360251,0.3395484772251605
360252,0.024003497851915
360253,0.642357613510178
360254,0.3409857806456279
360255,0.1639186386853587
360256,0.32934738374618017
360257,0.6318924898643908
360258,0.6810433036538986
360259,0.011679593819034575
360260,0.31917174990407643
360261,0.01615828071149192
360262,0.004319820269639244
360263,0.048665925092913
360264,0.015309021564471148
360265,0.2658637717062165
360266,0.048235018622697155
360267,0.022288085237433503
360268,0.44336537509192225
360269,0.02423770598848016
360270,0.32904435354030276
360271,0.5198174950361653
360272,0.11609456978703106
360273,0.07487966950368181
360274,0.05476564048431513
360275,0.09188436091543876
360276,0.08278597099015188
360277,0.090892906624808
360278,0.3153087395835099
360279,0.5878053810432813
360280,0.20482557256760484
360281,0.7110118239009456
360282,0.16062211412325442
360283,0.5055005852802487
360284,0.4601435758363915
360285,0.2243029240283067
360286,0.03262454651501879
360287,0.30896695264775487
360288,0.27501600793265685
360289,0.12947504585627656
360290,0.4091540655899238
360291,0.057805433423630925
360292,0.03790984240714782
360293,0.2788726450042014
360294,0.022187649071041232
360295,0.22951723363579646
360296,0.07490487143704039
360297,0.06646418382213665
360298,0.4307691005346208
360299,0.12675487616581113
360300,0.08867916901091756
360301,0.07632198052496376
360302,0.5516027911873581
360303,0.45299141776400875
360304,0.8076424134918401
360305,0.2074276093636304
360306,0.11047543305609021
360307,0.2215658390926852
360308,0.14243384569581274
360309,0.06305938390620645
360310,0.3027529907125661
360311,0.9084351469083621
360312,0.07752320827164624
360313,0.0331750971275053
360314,0.02242539976660094
